Name,Effects
Ruin,Your psychic spell work flows naturally as the wave of your arms bring destruction to your enemies. 3/day you may use two moves gained through Hex Maniac features targeting the same foe as one action. Roll each accuracy check separately.
Hydrodynamics,"When you’re submerged in water, you shoot through swimming faster than many Water-type Pokémon. You move through water at your movement speed and hold your breath for 10 minutes at a time without needing to make any skill checks. In addition, add your Speed modifier multiplied by 5ft to your movement speed per turn while in water."
Hydrokinesis,"Pulling all the moisture in the air together allows you to create water and manipulate it. You can manipulate water in many ways, for example; as an action you could part a Small path in a pool, as an action move a tub full of water up to 30ft away, or as an action create a Tiny puddle of water. In addition, you may use the move Water Gun. You may not use more than eight different Psychic and/or Psychic advanced class moves per day."
Surface Tension,"Water works for you, supporting your weight as you run across open water. You treat the surface of water as normal terrain, no matter how choppy it may be. In addition, anyone else who you are holding with your hands can also cross the surface of water as if it is normal terrain."
Rain Dance,"You can pull raindrops right out of the sky, blanketing the surrounding area in rain. 3/day you can use the move Rain Dance."
Bubble Beam,"You gather together orbs of water and throw it forward, causing the bubbles to explode on impact. 3/day you may use the move Bubble Beam."
Cryokinesis,"As a hydrokinetic’s power grows they learn to manipulate the temperature of the water they control. You can manipulate water by turning it into ice in many ways, for example; as an action you could create a Medium sized wall of ice up to 30ft away, as an action create a Huge space of ice on the floor where there was water, or as an action melt a Medium sized area of ice. In addition, you may use the move Powder Snow. You may not use more than eight different Psychic and/or Psychic advanced class moves per day."
Hail Storm,"You chill the air and bring forth a dangerous hailstorm. 3/day you may use Hail. In addition, you are immune to Hail’s damaging effect."
Hydro Therapy,"Using your familiarity with water, you work to help heal those around you by soothing wounds or diluting harmful substances. 3/day, as two consecutive actions, you may cure an adjacent ally of a Burn, Confusion, Freezing, Poison, or Toxin."
Ice Beam,"You throw a terrible beam of cold from your hands, freezing your target in place. 3/day you may use the move Ice Beam. Psionic Maelstrom does not let you ignore Ice Beam’s frequency."
Scald,You’ve learned to manipulate the temperature of the water around you in a different way and can boil the water you control if only for moments at a time. 3/day you may use the move Scald. Psionic Maelstrom does not let you ignore Scald’s frequency.
Blizzard,By reaching forward you create shards of ice and slice up everything in your way. 1/day you may use the move Blizzard. Psionic Maelstrom does not let you ignore Blizzard’s frequency.
Hydro Surge,You release a powerful force of water that tears away at your enemies. 1/day you may us ethe move Hydro Surge. Psionic Maelstrom does not let you ignore Hydro Surge’s frequency.
Born to be a Winner,"You’re different than the other Pokémon in the world– there’s something that drives you towards some kind of special destiny. Choose two different non-HP Stats to increase by 1. In addition, you cannot be captured by a Poke Ball unless you want to be. In addition, your 3/day frequency moves become once-percombat, or 1/combat, frequency."
Brand New World,"You are a Pokémon and you can communicate with all other Pokémon. You may talk to other Pokémon, you also can recognize potential predators to your species when you see them, even if you’ve never encountered the species before."
