Pokemon,DexNo,Form,NormalPortrait,ShinyPortrait,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type1,Type2,Move 1,Move 2,Move 3,Size,Weight,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Passive 1,Passive 2,Passive 3,Passive 4,Passive 5,Passive 6,Passive 7,Proficiency 1,Proficiency 2,Proficiency 3,Proficiency 4,Proficiency 5,Proficiency 6,Proficiency 7,Proficiency 8,EggGroup1,EggGroup2,Egg Hatch Rate,Habitat 1,Habitat 2,Habitat 3,Habitat 4,Habitat 5,Diet,Rarity,Base Form,Special Form Type,Gigantamax Move,Evolves From,Stage,Legendary HP,Move 4,Move 5,Move 6,Legendary Move 1,Legendary Move 2,Legendary Move 3,Legendary Move 4,Legenadary Passive 1,Legenadary Passive 2,Legenadary Passive 3,Legendary Feature 1,Legendary Feature 2
Darmanitan,555,Base/Galarian/Zen,darmanitan-galarzen,darmanitan-galarzen,66,16,6,3,6,14,Ice,Fire,Belly Drum,Ice Punch,Superpower,Large,Heavy,Chilled,Freezer,,,,,,Gorilla Tactics,Work Up,Zen Mode,,,,,Ice,Fire,Bruiser,,,,,,Field,,10 Days,Mountains,,,,,Omnivore,Uncommon,,,,Darumaka (Icy Mountain),3,,,,,,,,,,,,,
Darmanitan,555,Base/Zen,darmanitan-zen,darmanitan-zen,66,3,11,14,11,3,Fire,Psychic,Belly Drum,Superpower,Zen Headbutt,Large,Heavy,Firestarter,Heater,,,,,,Work Up,Sheer Force,Zen Mode,,,,,Fire,Psychic,Bruiser,,,,,,Field,,10 Days,Desert,Forest,Mountains,Ruins,,Omnivore,Uncommon,,,,Darumaka,3,,,,,,,,,,,,,
Maractus,556,Base,maractus,maractus,48,9,7,11,7,6,Grass,,Pin Missile,Petal Dance,Solar Beam,Medium,Medium,None,,,,,,,Cotton Guard,Cotton Spore,Chlorophyll,Storm Drain,Water Absorb (Maractus),,,Grass,Prickly,Floral,,,,,"Ingrain, Needle Arm, Spiky Shield",Grass,,10 Days,Desert,,,,,Phototroph,Uncommon,,,,,3,,,,,,,,,,,,,
Dwebble,557,Base,dwebble,dwebble,30,7,9,4,4,6,Bug,Rock,Fury Cutter,Rock Blast,Bug Bite,Medium,Superweight,None,,,,,,,Rock Polish,Withdraw,Sturdy,,,,,Bug,Rock,Ground,,,,,Shell Smash,Bug,Mineral,10 Days,Cave,Desert,,,,Herbivore,Uncommon,,,,,1,,,,,,,,,,,,,
Crustle,558,Base,crustle,crustle,42,11,13,7,8,5,Bug,Rock,Slash,XScissor,Rock Wrecker,Small,Medium,None,,,,,,,Rock Polish,Withdraw,Shell Armor,Sturdy,Weak Armor,,,Bug,Rock,Ground,,,,,"Shell Smash, Rock Wrecker",Bug,Mineral,10 Days,Cave,Desert,,,,Herbivore,Uncommon,,,,Dwebble,3,,,,,,,,,,,,,
Scraggy,559,Base,scraggy,scraggy,30,8,7,4,7,5,Dark,Fighting,Headbutt,Low Kick,Payback,Medium,Medium,None,,,,,,,Leer,Shed Skin,,,,,,Dark,Fighting,Bruiser,Draconian,,,,,Field,Dragon,10 Days,Cave,Forest,Mountains,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Scrafty,560,Base,scrafty,scrafty,42,9,12,5,12,6,Dark,Fighting,Swagger,Brick Break,Crunch,Medium,Medium,None,,,,,,,Intimidate,Leer,Scary Face,Shed Skin,,,,Dark,Fighting,Bruiser,Draconian,,,,,Field,Dragon,10 Days,Cave,Forest,Mountains,,,Omnivore,Uncommon,,,,Scraggy,3,,,,,,,,,,,,,
Sigilyph,561,Base,sigilyph,sigilyph,42,6,8,10,8,10,Psychic,Flying,Whirlwind,Air Cutter,Psybeam,Medium,Medium,Flight,Guster,,,,,,Tailwind,Magic Guard,Tinted Lens,,,,,Flying,Psychic,Weird,Winged,,,,Miracle Eye,Flying,,10 Days,Ruins,,,,,Herbivore,Rare,,,,,3,,,,,,,,,,,,,
Yamask,562,Base,yamask,yamask,24,3,9,6,7,3,Ghost,,Disable,WillOWisp,Hex,Small,Featherweight,Hover,,,,,,,Mummy,,,,,,,Ghost,Psychic,Hexwork,,,,,Crafty Shield,Mineral,Amorphous,10 Days,Ruins,,,,,Terravore / Psiotroph,Uncommon,,,,,1,,,,,,,,,,,,,
Yamask,562,Base/Galarian,yamask-galar,yamask-galar,24,6,9,3,7,3,Ground,Ghost,Disable,Curse,Hex,Small,Featherweight,Hover,,,,,,,Wandering Spirit,,,,,,,Ghost,Ground,Rock,Hexwork,Weird,,,Crafty Shield,Mineral,Amorphous,10 Days,Ruins,,,,,Terravore / Psiotroph,Uncommon,,,,,1,,,,,,,,,,,,,
Cofagrigus,563,Base,cofagrigus,cofagrigus,36,5,15,10,11,3,Ghost,,Dark Pulse,Shadow Ball,Ominous Wind,Large,Heavy,Hover,,,,,,,Scary Face,Mummy,,,,,,Ghost,Psychic,Hexwork,,,,,Crafty Shield,Mineral,Amorphous,10 Days,Ruins,,,,,Terravore / Psiotroph,Uncommon,,,,Yamask,3,,,,,,,,,,,,,
Tirtouga,564,Base,tirtouga,tirtouga,30,8,10,5,5,2,Water,Rock,Water Gun,Rollout,Bite,Small,Medium,Flopper,Fountain,Swimmer,,,,,Withdraw,Solid Rock,,,,,,Rock,Water,Fangs,Elemental Attacks I,,,,Shell Smash,Water1,Water3,10 Days,Beach,Ocean,,,,Herbivore,Rare,,,,,1,,,,,,,,,,,,,
Carracosta,565,Base,carracosta,carracosta,42,11,13,8,7,3,Water,Rock,Ancient Power,Crunch,Aqua Tail,Medium,Heavy,Flopper,Fountain,Swimmer,,,,,Withdraw,Solid Rock,Sturdy,Swift Swim,,,,Rock,Water,Fangs,Elemental Attacks I,,,,"Shell Smash, Razor Shell",Water1,Water3,10 Days,Beach,Ocean,,,,Herbivore,Rare,,,,Tirtouga,3,,,,,,,,,,,,,
Archen,566,Base,archen,archen,36,11,5,7,5,7,Rock,Flying,Quick Attack,Wing Attack,Rock Throw,Small,Light,Flight,,,,,,,Scary Face,Defeatist,,,,,,Flying,Rock,Avian,Winged,,,,,Flying,Water3,10 Days,Forest,Jungle,,,,Omnivore,Rare,,,,,1,,,,,,,,,,,,,
Archeops,567,Base,archeops,archeops,48,14,7,11,7,11,Rock,Flying,Acrobatics,Crunch,Dragon Claw,Medium,Medium,Flight,,,,,,,Scary Face,Defeatist,,,,,,Flying,Rock,Avian,Winged,,,,,Flying,Water3,10 Days,Forest,Jungle,,,,Omnivore,Rare,,,,Archen,3,,,,,,,,,,,,,
Trubbish,568,Base,trubbish,trubbish,30,5,6,4,6,7,Poison,,Poison Gas,Pound,Acid Spray,Medium,Medium,Repulsive,,,,,,,Stench,,,,,,,Poison,Elemental Attacks E,Glutton,,,,,"Explosion, SelfDestruct, Sludge",Mineral,,10 Days,Urban Abandoned,Urban Plants,,,,Pollutivore,Uncommon,,,,,1,,,,,,,,,,,,,
Garbodor,569,Base,garbodor,garbodor,48,10,8,6,8,8,Poison,,Body Slam,Sludge Bomb,Toxic,Large,Heavy,Repulsive,,,,,,,Amnesia,Aftermath,Stench,Weak Armor,,,,Poison,Elemental Attacks E,Stampeding,Glutton,,,,"Explosion, SelfDestruct, Sludge",Mineral,,10 Days,Urban Abandoned,Urban Plants,,,,Pollutivore,Uncommon,,,GMax Malodor,Trubbish,3,,,,,,,,,,,,,
Garbodor,569,Gigantamax,garbodor-gmax,garbodor-gmax,240,10,8,6,8,8,Poison,,Body Slam,Sludge Bomb,Toxic,Dynamic,Dynamic,Repulsive,,,,,,,Amnesia,Aftermath,Stench,Weak Armor,,,,Poison,Elemental Attacks E,Stampeding,,,,,"Explosion, SelfDestruct, Sludge",Mineral,,10 Days,Urban Abandoned,Urban Plants,,,,Pollutivore,Uncommon,Garbodor,Gigantamax,GMax Malodor,Trubbish,3,,,,,,,,,,,,,
Zorua,570,Base,zorua,zorua,24,7,4,8,4,7,Dark,,Scratch,Pursuit,Taunt,Small,Medium,Stealth,,,,,,,Illusion,,,,,,,Dark,Normal Block,Tricky,,,,,,Field,,10 Days,Forest,Urban Abandoned,Woodlands,,,Omnivore,Rare,,,,,1,,,,,,,,,,,,,
Zoroark,571,Base,zoroark,zoroark,36,11,6,12,6,11,Dark,,Night Daze,Night Slash,Punishment,Medium,Heavy,Stealth,,,,,,,Agility,Fake Tears,Hone Claws,Illusion,,,,Dark,Normal Block,Tricky,,,,,Night Daze,Field,,10 Days,Forest,Urban Abandoned,Woodlands,,,Omnivore,Rare,,,,Zorua,3,,,,,,,,,,,,,
Minccino,572,Base,minccino,minccino,36,5,4,4,4,8,Normal,,Pound,Double Slap,Encore,Small,Light,None,,,,,,,Tickle,Cute Charm,,,,,,Elemental Attacks E,Sound,"Martial (Kicks, Scatter Only)",,,,,,Field,,10 Days,Mountains,Woodlands,,,,Herbivore,Uncommon,,,,,1,,,,,,,,,,,,,
Cinccino,573,Base,cinccino,cinccino,48,10,6,7,6,12,Normal,,Sing,WakeUp Slap,Hyper Voice,Small,Light,None,,,,,,,Tickle,Cute Charm,Skill Link,Technician,,,,Elemental Attacks E,Sound,"Martial (Kicks, Scatter Only)",,,,,,Field,,10 Days,Mountains,Woodlands,,,,Herbivore,Uncommon,,,,Minccino,3,,,,,,,,,,,,,
Gothita,574,Base,gothita,gothita,30,3,5,6,7,5,Psychic,,Pound,Confusion,Double Slap,Small,Light,Telekinetic,,,,,,,Fake Tears,Tickle,Competitive,,,,,Electric,Psychic,Tricky,Weird,,,,Shadow Tag,Humanshape,,10 Days,Urban Abandoned,Urban,,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Gothorita,575,Base,gothorita,gothorita,36,5,7,8,9,6,Psychic,,Psybeam,Shadow Tag,Feint Attack,Small,Medium,Telekinetic,,,,,,,Fake Tears,Tickle,Competitive,,,,,Electric,Psychic,Tricky,Weird,,,,Shadow Tag,Humanshape,,10 Days,Urban Abandoned,Urban,,,,Omnivore,Uncommon,,,,Gothita,2,,,,,,,,,,,,,
Gothitelle,576,Base,gothitelle,gothitelle,42,6,10,10,11,7,Psychic,,Flatter,Heal Block,Psychic,Medium,Medium,Telekinetic,,,,,,,Fake Tears,Tickle,Competitive,,,,,Electric,Psychic,Tricky,Weird,,,,Shadow Tag,Humanshape,,10 Days,Urban Abandoned,Urban,,,,Omnivore,Uncommon,,,,Gothorita,3,,,,,,,,,,,,,
Solosis,577,Base,solosis,solosis,30,3,4,11,5,2,Psychic,,Rollout,Light Screen,Confusion,Small,Featherweight,Telekinetic,Hover,,,,,,Overcoat,,,,,,,Psychic,Munition,,,,,,Recover,Amorphous,,10 Days,Urban Abandoned,Urban,,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Duosion,578,Base,duosion,duosion,42,4,5,13,6,3,Psychic,,Reflect,Psyshock,Pain Split,Small,Light,Telekinetic,Hover,,,,,,Charm,Magic Guard,,,,,,Psychic,Munition,,,,,,Recover,Amorphous,,10 Days,Urban Abandoned,Urban,,,,Omnivore,Uncommon,,,,Solosis,2,,,,,,,,,,,,,
Reuniclus,579,Base,reuniclus,reuniclus,66,7,8,13,9,3,Psychic,,Dizzy Punch,Recover,Psychic,Medium,Medium,Telekinetic,Hover,,,,,,Charm,Magic Guard,Regenerator,,,,,Psychic,Munition,Punches,,,,,Recover,Amorphous,,10 Days,Urban Abandoned,Urban,,,,Omnivore,Uncommon,,,,Duosion,3,,,,,,,,,,,,,
Ducklett,580,Base,ducklett,ducklett,36,4,5,4,5,6,Water,Flying,Water Gun,Defog,Wing Attack,Small,Light,Flight,Fountain,Swimmer,,,,,Big Pecks,Keen Eye,,,,,,Flying,Water,Avian,Winged,,,,,Water1,Flying,10 Days,Lakes,Ponds,,,,Herbivore,Uncommon,,,,,1,,,,,,,,,,,,,
Swanna,581,Base,swanna,swanna,48,9,6,9,6,10,Water,Flying,Aerial Ace,Bubble Beam,Brave Bird,Medium,Medium,Flight,Fountain,Swimmer,Guster,,,,Feather Dance,Tailwind,Big Pecks,Hydration,Keen Eye,,,Flying,Water,Avian,Winged,,,,,Water1,Flying,10 Days,Lakes,Ponds,,,,Herbivore,Uncommon,,,,Ducklett,3,,,,,,,,,,,,,
Vanillite,582,Base,vanillite,vanillite,24,5,5,7,6,4,Ice,,Icicle Spear,Astonish,Mist,Small,Light,Chilled,Hover,Freezer,,,,,Harden,Ice Body,,,,,,Ice,,,,,,,"Mirror Shot, Sheer Cold",Mineral,,10 Days,Cave,Mountains,,,,Herbivore,Uncommon,,,,,1,,,,,,,,,,,,,
Vanillish,583,Base,vanillish,vanillish,30,7,7,8,8,6,Ice,,Icy Wind,Avalanche,Taunt,Medium,Medium,Chilled,Hover,Freezer,,,,,Acid Armor,Ice Body,Snow Warning,,,,,Ice,,,,,,,"Mirror Shot, Sheer Cold",Mineral,,10 Days,Cave,Mountains,,,,Herbivore,Uncommon,,,,Vanillite,2,,,,,,,,,,,,,
Vanilluxe,584,Base,vanilluxe,vanilluxe,42,10,9,11,10,8,Ice,,Mirror Shot,Ice Beam,Blizzard,Medium,Medium,Chilled,Hover,Freezer,,,,,Acid Armor,Ice Body,Snow Warning,Weak Armor,,,,Ice,,,,,,,"Mirror Shot, Sheer Cold, Weather Ball",Mineral,,10 Days,Cave,Mountains,,,,Herbivore,Uncommon,,,,Vanillish,3,,,,,,,,,,,,,
Deerling,585,Base,deerling,deerling,36,6,5,4,5,8,Normal,Grass,Tackle,Double Kick,Leech Seed,Medium,Medium,Seasonal,Sprouter,,,,,,Growl,Chlorophyll,,,,,,Grass,Kicks,,,,,,"Camouflage, High Horsepower",Field,,10 Days,Forest,Woodlands,,,,Herbivore,Uncommon,,,,,1,,,,,,,,,,,,,
Sawsbuck,586,Base,sawsbuck,sawsbuck,48,10,7,6,7,10,Normal,Grass,Horn Leech,Energy Ball,Double Edge,Large,Heavy,Seasonal,Sprouter,,,,,,Growl,Chlorophyll,Sap Sipper,,,,,Grass,Kicks,,,,,,"Camouflage, High Horsepower, Horn Leech",Field,,10 Days,Forest,Woodlands,,,,Herbivore,Uncommon,,,,Deerling,3,,,,,,,,,,,,,
Emolga,587,Base,emolga,emolga,36,8,6,8,6,10,Electric,Flying,Spark,Acrobatics,Discharge,Small,Light,Flight,Zapper,,,,,,Agility,Motor Drive,Static,,,,,Electric,Flying,Cutesy,,,,,,Field,,10 Days,Forest,,,,,Herbivore,Rare,,,,,3,,,,,,,,,,,,,
Karrablast,588,Base,karrablast,karrablast,30,8,5,4,5,6,Bug,,Peck,Fury Attack,Fury Cutter,Small,Light,None,,,,,,,Leer,Swarm,,,,,,Bug,,,,,,,,Bug,,10 Days,Field,Forest,Wetlands,,,Herbivore,Uncommon,,,,,1,,,,,,,,,,,,,
Escavalier,589,Base,escavalier,escavalier,42,14,11,6,11,2,Bug,Steel,Slash,Iron Head,Fell Stinger,Medium,Medium,None,,,,,,,Leer,Overcoat,Shell Armor,Swarm,,,,Bug,Steel,Blades/Claws,Horned,,,,,Bug,,10 Days,Field,Forest,Wetlands,,,Herbivore,Uncommon,,,,Karrablast,3,,,,,,,,,,,,,
Foongus,590,Base,foongus,foongus,42,6,5,6,6,2,Grass,Poison,Absorb,Bide,Feint Attack,Tiny,Featherweight,Shrinkable,,,,,,,Growth,Effect Spore,,,,,,Grass,Poison,Lepidopteran,Parasitic,,,,Spore,Grass,,10 Days,Field,Forest,,,,Saprophyte,Uncommon,,,,,1,,,,,,,,,,,,,
Amoonguss,591,Base,amoonguss,amoonguss,66,9,7,9,8,3,Grass,Poison,Giga Drain,Ingrain,Spore,Small,Light,Shrinkable,Sprouter,Repulsive,,,,,Growth,Chlorophyll,Effect Spore,Regenerator,,,,Grass,Poison,Lepidopteran,Parasitic,,,,Spore,Grass,,10 Days,Field,Forest,,,,Saprophyte,Uncommon,,,,Foongus,3,,,,,,,,,,,,,
Frillish,592,Base,frillish,frillish,36,4,5,7,9,4,Water,Ghost,Bubble,Absorb,Poison Sting,Medium,Medium,Flight,Fountain,Gilled,Swimmer,Stealth,,,Cursed Body,Damp,,,,,,Ghost,Water,Elemental Attacks I,Parasitic,,,,Water Spout,Amorphous,,10 Days,Ocean Abyss,Ocean,,,,Carnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Jellicent,593,Base,jellicent,jellicent,60,6,7,9,11,6,Water,Ghost,Ominous Wind,Brine,Hex,Large,Heavy,Flight,Fountain,Gilled,Swimmer,Stealth,,,Cursed Body,Damp,Water Absorb,,,,,Ghost,Water,Elemental Attacks I,Parasitic,,,,Water Spout,Amorphous,,10 Days,Ocean Abyss,Ocean,,,,Carnivore,Uncommon,,,,Frillish,3,,,,,,,,,,,,,
Alomomola,594,Base,alomomola,alomomola,102,8,8,4,5,7,Water,,Aqua Jet,Heal Pulse,Water Pulse,Medium,Medium,Beached,Flopper,Fountain,Gilled,Swimmer,,,Play Nice,Healer,Hydration,Regenerator,,,,Water,Elemental Attacks I,Healer,,,,,,Water1,Water2,10 Days,Ocean,,,,,Herbivore,Rare,,,,,3,,,,,,,,,,,,,
Joltik,595,Base,joltik,joltik,30,5,5,6,5,7,Bug,Electric,Absorb,Thunder Wave,Bug Bite,Tiny,Featherweight,Climber,Threaded,Zapper,,,,,Screech,String Shot,Compound Eyes,,,,,Bug,Electric,,,,,,"Electroweb, Spider Web, Sticky Web",Bug,,10 Days,Cave,Forest,,,,Carnivore/Ergovore,Uncommon,,,,,1,,,,,,,,,,,,,
Galvantula,596,Base,galvantula,galvantula,42,8,6,10,6,11,Bug,Electric,Sticky Web,Electroweb,Signal Beam,Large,Medium,Climber,Threaded,Zapper,,,,,Agility,Screech,Compound Eyes,Swarm,Unnerve,,,Bug,Electric,,,,,,"Electroweb, Spider Web, Sticky Web",Bug,,10 Days,Cave,Forest,,,,Carnivore/Ergovore,Uncommon,,,,Joltik,3,,,,,,,,,,,,,
Ferroseed,597,Base,ferroseed,ferroseed,24,5,9,2,9,1,Grass,Steel,Tackle,Rollout,Metal Claw,Small,Medium,Climber,Sinker,,,,,,Harden,Iron Barbs,,,,,,Grass,Steel,Prickly,,,,,"Explosion, Ingrain, Mirror Shot, SelfDestruct",Grass,Mineral,10 Days,Cave,,,,,Carnivore / Terravore,Uncommon,,,,,1,,,,,,,,,,,,,
Ferrothorn,598,Base,ferrothorn,ferrothorn,42,9,13,5,12,2,Grass,Steel,Power Whip,Pin Missile,Flash Cannon,Medium,Heavy,Climber,Sinker,Threaded,,,,,Iron Defense,Battle Armor,Iron Barbs,,,,,Grass,Steel,Prickly,,,,,"Explosion, Ingrain, Mirror Shot, SelfDestruct, Power Whip",Grass,Mineral,10 Days,Cave,,,,,Carnivore / Terravore,Uncommon,,,,Ferroseed,3,,,,,,,,,,,,,
Klink,599,Base,klink,klink,24,6,7,5,6,3,Steel,,Vice Grip,Thunder Shock,Gear Grind,Small,Medium,Hover,Zapper,,,,,,Minus,,,,,,,Electric,Steel,Magnetism,,,,,"Bind, Gear Grind, Mirror Shot, Vice Grip",Mineral,,10 Days,Cave,Urban Plants,,,,Ergovore,Uncommon,,,,,1,,,,,,,,,,,,,
Klang,600,Base,klang,klang,36,8,10,7,9,5,Steel,,Charge Beam,Mirror Shot,Discharge,Medium,Medium,Hover,Zapper,,,,,,Autotomize,Screech,Minus,,,,,Electric,Steel,Magnetism,,,,,"Bind, Gear Grind, Mirror Shot, Vice Grip",Mineral,,10 Days,Cave,Urban Plants,,,,Ergovore,Uncommon,,,,Klink,2,,,,,,,,,,,,,
Klinklang,601,Base,klinklang,klinklang,36,10,12,7,9,9,Steel,,LockOn,Zap Cannon,Hyper Beam,Large,Heavy,Hover,Zapper,,,,,,Autotomize,Screech,Shift Gear,Clear Body,Minus,,,Electric,Steel,Magnetism,,,,,"Bind, Gear Grind, Mirror Shot, Vice Grip",Mineral,,10 Days,Cave,Urban Plants,,,,Ergovore,Uncommon,,,,Klang,3,,,,,,,,,,,,,
Tynamo,602,Base,tynamo,tynamo,24,6,4,5,4,6,Electric,,Tackle,Charge Beam,Spark,Tiny,Featherweight,Hover,Gilled,Glow,Swimmer,Zapper,,,Levitate,,,,,,,Electric,,,,,,,,Amorphous,,10 Days,Beach,Cave,,,,Carnivore/Ergovore,Rare,,,,,1,,,,,,,,,,,,,
Eelektrik,603,Base,eelektrik,eelektrik,42,9,7,8,7,4,Electric,,Acid Spray,Discharge,Crunch,Medium,Medium,Hover,Gilled,Glow,Swimmer,Zapper,,,Levitate,,,,,,,Electric,Fangs,,,,,,,Amorphous,,10 Days,Beach,Cave,,,,Carnivore/Ergovore,Rare,,,,Tynamo,2,,,,,,,,,,,,,
Eelektross,604,Base,eelektross,eelektross,54,12,8,11,8,5,Electric,,Gastro Acid,Thunderbolt,Thrash,Large,Heavy,Hover,Gilled,Glow,Swimmer,Zapper,,,Coil,Levitate,,,,,,Electric,Fangs,Poison,Glutton,,,,Ion Deluge,Amorphous,,10 Days,Beach,Cave,,,,Carnivore/Ergovore,Rare,,,,Eelektrik,3,,,,,,,,,,,,,
Elgyem,605,Base,elgyem,elgyem,36,6,6,9,6,3,Psychic,,Confusion,Heal Block,Headbutt,Small,Light,Flight,Telekinetic,,,,,,Telepathy,,,,,,,Psychic,Energy Blast,Weird,,,,,"Miracle Eye, Recover",Humanshape,,10 Days,Desert,Ruins,,,,Herbivore,Uncommon,,,,,1,,,,,,,,,,,,,
Beheeyem,606,Base,beheeyem,beheeyem,48,8,8,13,10,4,Psychic,,Psychic,Recover,Wonder Room,Medium,Medium,Flight,Telekinetic,Telepath,,,,,Calm Mind,Analytic,Synchronize,Telepathy,,,,Psychic,Energy Blast,Weird,,,,,"Miracle Eye, Recover, TriAttack",Humanshape,,10 Days,Desert,Ruins,,,,Herbivore,Uncommon,,,,Elgyem,3,,,,,,,,,,,,,
Litwick,607,Base,litwick,litwick,30,3,6,7,6,2,Ghost,Fire,Astonish,Ember,Smog,Small,Light,Firestarter,Flight,Glow,,,,,Flame Body,,,,,,,Ghost,Fire,Hexwork,Weird,,,,,Amorphous,,10 Days,Urban Abandoned,Woodlands,,,,"Ergovore / Psiotroph,",Uncommon,,,,,1,,,,,,,,,,,,,
Lampent,608,Base,lampent,lampent,36,4,6,10,6,6,Ghost,Fire,WillOWisp,Flame Burst,Hex,Small,Medium,Firestarter,Flight,Glow,,,,,Flash Fire,,,,,,,Ghost,Fire,Hexwork,Weird,,,,,Amorphous,,10 Days,Urban Abandoned,Woodlands,,,,"Ergovore / Psiotroph,",Uncommon,,,,Litwick,2,,,,,,,,,,,,,
Chandelure,609,Base,chandelure,chandelure,36,6,9,15,9,8,Ghost,Fire,Inferno,Shadow Ball,Pain Split,Large,Medium,Firestarter,Flight,Glow,,,,,Flame Body,Flash Fire,Infiltrator,,,,,Ghost,Fire,Hexwork,Weird,,,,,Amorphous,,10 Days,Urban Abandoned,Woodlands,,,,"Ergovore / Psiotroph,",Uncommon,,,,Lampent,3,,,,,,,,,,,,,
Axew,610,Base,axew,axew,30,9,6,3,4,6,Dragon,,Scratch,Assurance,Dual Chop,Small,Medium,None,,,,,,,Leer,Mold Breaker,,,,,,Dragon,Blades/Claws,Draconian,,,,,Guillotine,Monster,Dragon,13 Days,Cave,Rivers,,,,Omnivore,Rare,,,,,1,,,,,,,,,,,,,
Fraxure,611,Base,fraxure,fraxure,42,12,7,4,5,7,Dragon,,Slash,Dragon Claw,Taunt,Medium,Medium,None,,,,,,,Leer,Scary Face,Mold Breaker,Unnerve,,,,Dragon,Blades/Claws,Draconian,,,,,Guillotine,Monster,Dragon,13 Days,Cave,Rivers,,,,Omnivore,Rare,,,,Axew,2,,,,,,,,,,,,,
Haxorus,612,Base,haxorus,haxorus,48,15,9,6,7,10,Dragon,,Dragon Pulse,Guillotine,Outrage,Large,Heavy,None,,,,,,,Dragon Dance,Swords Dance,Scary Face,Mold Breaker,Unnerve,,,Dragon,Blades/Claws,Draconian,Bruiser,,,,Guillotine,Monster,Dragon,13 Days,Cave,Rivers,,,,Omnivore,Rare,,,,Fraxure,3,,,,,,,,,,,,,
Cubchoo,613,Base,cubchoo,cubchoo,36,7,4,6,4,4,Ice,,Powder Snow,Fury Swipes,Endure,Large,Superweight,Chilled,Freezer,Swimmer,,,,,Growl,Slush Rush,,,,,,Ice,Water,,,,,,,Field,,10 Days,Cave,Glaciers,Polar,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Beartic,614,Base,beartic,beartic,60,13,8,7,8,5,Ice,,Icicle Crash,Slash,Thrash,Small,Light,Chilled,Freezer,Swimmer,,,,,Growl,Slush Rush,Snow Cloak,Swift Swim,,,,Ice,Water,Bruiser,,,,,Sheer Cold,Field,,10 Days,Cave,Glaciers,Polar,,,Omnivore,Uncommon,,,,Cubchoo,3,,,,,,,,,,,,,
Cryogonal,615,Base,cryogonal,cryogonal,48,5,5,10,14,11,Ice,,Ice Beam,Confuse Ray,FreezeDry,Medium,Heavy,Chilled,Flight,Freezer,,,,,Acid Armor,Sharpen,Levitate,,,,,Ice,Prickly,,,,,,,Mineral,,10 Days,Mountains,Tundra,,,,Glacievore,Rare,,,,,3,,,,,,,,,,,,,
Shelmet,616,Base,shelmet,shelmet,30,4,9,4,7,3,Bug,,Absorb,Acid Spray,Bide,Small,Light,None,,,,,,,Acid Armor,Shell Armor,,,,,,Bug,Tricky,,,,,,,Bug,,10 Days,Field,Forest,Wetlands,,,Herbivore,Uncommon,,,,,1,,,,,,,,,,,,,
Accelgor,617,Base,accelgor,accelgor,48,7,4,10,6,15,Bug,,Giga Drain,Bug Buzz,Recover,Medium,Medium,None,,,,,,,Acid Armor,Agility,Hydration,Sticky Hold,,,,Bug,Tricky,,,,,,"Water Shuriken, Recover",Bug,,10 Days,Field,Forest,Wetlands,,,Herbivore,Uncommon,,,,Shelmet,3,,,,,,,,,,,,,
Stunfisk,618,Base,stunfisk,stunfisk,66,7,8,8,10,3,Ground,Electric,Thunder Shock,Mud Bomb,Muddy Water,Small,Medium,Flopper,Gilled,Swimmer,Zapper,,,,Limber,Sand Veil,Static,,,,,Electric,Ground,Water,,,,,"Camouflage, Fissure, Reflect Type",Water1,Amorphous,10 Days,Marsh,Wetlands,,,,Omnivore,Rare,,,,,3,,,,,,,,,,,,,
Stunfisk,618,Base/Galarian,stunfisk-galar,stunfisk-galar,66,8,10,7,8,3,Ground,Steel,Metal Claw,Mud Shot,Snap Trap,Small,Medium,Flopper,Gilled,Swimmer,,,,,Limber,Mimicry,,,,,,Ground,Steel,Water,,,,,"Fissure, Reflect Type, Snap Trap",Water1,Amorphous,10 Days,Marsh,Wetlands,,,,Omnivore,Rare,,,,,3,,,,,,,,,,,,,
Mienfoo,619,Base,mienfoo,mienfoo,30,9,5,6,5,7,Fighting,,Fake Out,Swift,Force Palm,Medium,Medium,None,,,,,,,Calm Mind,Meditate,Inner Focus,,,,,Fighting,Martial,,,,,,Smelling Salt,Field,Humanshape,10 Days,Mountains,,,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Mienshao,620,Base,mienshao,mienshao,42,13,6,10,6,11,Fighting,,Drain Punch,Jump Kick,Bounce,Medium,Medium,None,,,,,,,Calm Mind,Meditate,Inner Focus,Reckless,Regenerator,,,Fighting,Martial,,,,,,"Smelling Salt, Bounce",Field,Humanshape,10 Days,Mountains,,,,,Omnivore,Uncommon,,,,Mienfoo,3,,,,,,,,,,,,,
Druddigon,621,Base,druddigon,druddigon,48,12,9,6,9,5,Dragon,,Crunch,Dragon Claw,Superpower,Large,Heavy,Flight,,,,,,,Hone Claws,Scary Face,Mold Breaker,Rough Skin,Sheer Force,,,Dragon,Rock,Draconian,Bruiser,Fangs,Stampeding,,,Dragon,Monster,10 Days,Cave,,,,,Omnivore,Rare,,,,,3,,,,,,,,,,,,,
